label_bullying,text_message,contains_url,naughty_count,norm
0,yeah i got 2 backups for all that i just hate when that happen i been strugglin for a week nowhandle that tho,False,0,0.0
0,i hate using my bb  but love my iphone havent tried the new bb my bb is provided by my corp i dont get to pick which model,False,0,0.0
1, get fucking real dude,False,3,0.6
1, she is as dirty as they come  and that crook rengel  the dems are so fucking corrupt its a joke make republicans look like  ,False,3,0.10344827586206896
1, why did you fuck it up i could do it all day too lets do it when you have an hour ping me later to sched writing a book here,False,1,0.03225806451612903
1, dude they dont finish enclosing the fucking showers i hate half assed jobs whats the reasononing behind it makes no sense,False,4,0.18181818181818182
1, wtf are you talking about men no men thats not a menage  thats just gay,False,0,0.0
1,ill save you the trouble sister here comes a big ol fuck france block coming your way here on the twitter,False,1,0.047619047619047616
1, im dead seriousreal athletes never cheat dont even have the appearance of at his level fuck him dude seriously  i think he did,False,1,0.04
0,wow lol sounds like a lot of piss then hehehe,False,0,0.0
0,not a damn thangthe typical rap beef one person worrying about what the next is doing and the other respondin etc etc,False,0,0.0
1,go absolutely insanehate to be the bearer of bad newsloldont shoot the messenger (cause we all know you bought that pistol,False,0,0.0
0,well damn where have you been when i have needed you mother time,False,0,0.0
0,watching without a trace toohate when i miss the 1st 5 minutes when the person disappears,False,0,0.0
0,which they do most of the time-p i dont hate them either i wanted to be one oncebut i figured out i couldnt live w myself,False,0,0.0
1,lmao  im watching the same thing ahaha the gay guy is hilarious dede having a good day and i dont want anyone to mess it up,False,0,0.0
1,lol  no he said  what do you call a jail cell to a gay guy paradise ahaha,False,0,0.0
1,truth on both counts that guy is an ass  and their product is sub par i tell people try dalesandros orjims,False,1,0.045454545454545456
1,shakespeare nerd,False,0,0.0
1,you are such a fucking dork,False,3,0.5
1,heh fuck em where,False,1,0.25
1,damn it i totally forgot that one,False,0,0.0
0,haha fuck i wish i was there (,False,1,0.125
0,paranoid is wack as fuckthe best song on 808s is definitely bad news,False,1,0.07692307692307693
1,wow  damn i would have been pissed  that,False,0,0.0
1,nigga u geigh lmao fuck yo finals beeeeeitch,False,2,0.25
0,in london  i hate thee ( enjoy yourselves lt33333,False,0,0.0
