label_bullying,text_message,contains_url,naughty_count,norm
0,q whats your favorite song d a i like too many songs to have a favorite,False,0,0.0
0,q  a   haha jk ,False,0,0.0
0,q quothey angel  you duh sexyquot a really thanks haha,False,2,0.2
0,q  a ,False,0,0.0
0,q meowww a rawr,False,0,0.0
0,q any makeup tips i suck at doing my makeup lol a sure like tell me wht u wnna know like wht do you use,False,1,0.041666666666666664
0,q apriiiiiiiiiiiill i miss uuuu its emma btw haha a emma hahahahah d i missssseddd yuhhhhh  ,False,0,0.0
0,q are you a morning or night person a night shuree,False,0,0.0
0,q are you a trusting person a alreadi answrd,False,0,0.0
0,q are you a trusting person a yes veryy trustin person may i help yuh,False,0,0.0
0,q are you and truace best friends a ahaha yess of course aint dat rite truace  haha he so awesome tho bck off lol jk,False,0,0.0
0,q are you more of a talker or more of a listener a listener definitely chuz i get cut off alot so i just listen or ignore pplz,False,0,0.0
0,q are yuh single and ready  mingle a hahaha yup bhut not lookin  a man rite atm chuz dey much drama,False,0,0.0
0,q ask me something a ,False,0,0.0
0,q bahahahahatook you longer enoughpgees girl hahahno its totally okay i just wanted to play guess who i am hahahai fuckinggg love you too  a hahahahhaahhahad ikrr im a slow american wht more can i say lmfaoo hahaha  aww hahaha,False,3,0.07317073170731707
0,q bahahahahhaha p a lmaoo,False,0,0.0
0,q bitch u thee bomb like tick tick a hahah thanks,False,1,0.1
0,q can you please sing a cover of any justin bieber song d a hahaha i dont sing lol so srry im horrible btw i dedicate quotsmilequot  yuh its playing,False,0,0.0
0,q cats or dogs a dogs im allergic  cats,False,0,0.0
0,q chocolate or vanilla a chocolate bahah,False,0,0.0
0,q definitely true d ive been learnin it for  years cuz ive frensh origins haha  a ahhh wow yrs man  its a gorgeous language i love it this is my first year learnin it haha newbie,False,0,0.0
0,q did u watch bieber on oprah a well sortaa i just got  wtch thee charice part shes awesome  hbu,False,0,0.0
0,q do you believe in life after death a yes of course i do its called eternity with god in heaven,False,0,0.0
0,q do you believe in luck a yes  bhut i think luck is blessing from god actually in my opinion,False,0,0.0
0,q do you believe theres intelligent life on other planets a if god created them then hellz yes,False,0,0.0
0,q do you consider yourself a good dancer a hahaha bitch i bring it lmao kinda i think lmao i hve some black in me so yes haha,False,1,0.037037037037037035
0,q do you have a bf a nope  bhut not having a bf doesnt mean the world ends] i guess im waiting  the   ya kno hbu mamas,False,0,0.0
0,q do you have any favorite youtube star a i have  actually justin bieber ofcourse ampamp scipio mondai,False,0,0.0
0,q do you have any memories youd like to forget a actually i do just my whole experience with this fake a$$ friend,False,0,0.0
0,q do you have any piercings a yuppers nose and cartilage piercings,False,0,0.0
0,q do you have any scars on your body  if so  howd you get them a hahaha stranges,False,0,0.0
0,q do you like atlanta  ga  a yes i love atl great place  live  wish i lived there d,False,0,0.0
0,q do you think that a size  is fat im trying to be a size  by the end of the year a omg no way  is actually small dont change thee way you look  anyone bhut yourslf kay,False,0,0.0
0,q do you think youre a good friend a fuck yes i think i am haha,False,1,0.06666666666666667
0,q do you watch american idol if so  who are you voting for this season a awww man you just reminded me i wtch it sometimes bhut i love big mike pplz are really wrong bout letting katie go argh  ,False,0,0.0
0,q do yuh have any stalkers a hell yes lots of them and thats including yuh,False,0,0.0
0,q dont listen to the haters  you are pretty a d thank you gurlboy  i really appreciate it,False,0,0.0
0,q favorite store a atm rue d or forever ,False,0,0.0
1,q fuck justin bieber hes a fucking fag a um excuse yuh he is not ur a fuckin idiot kay good,False,6,0.3
0,q growl] a meowld if thts a word haha,False,0,0.0
0,q guesss who  a idk hoe get cha own cup of blackberry with a hint of lemon ice tea dayumm hahah jk brooke,False,0,0.0
0,q -haa you guessedd righhttttdr its maryyyy ahhh ilovee this picture mayb becuase youhr in it babe a off courrseeee dudee hahahahaha awhhh lol i think i love it  chuz im in it lol jk i love yuh,False,0,0.0
0,q haaa its all qud  sorry abouht the quothoequot thinq  iwas mad lol a lmfao haha nahh its my badd,False,0,0.0
0,q haha so have u ever been to france a pfftt nahhh i hve never been outta this country argh hve yuh haha,False,0,0.0
0,q haha check inside ur closet u mind find out who it is a lmao kk lemme get my ass off this toliet seat then ill check mwahah jk,False,1,0.03571428571428571
0,q haha nope im not taquisha eitheri talk to you alot on twitter  a omg tell me ughh grrr rawrr bianca lmao idkk tell me,False,0,0.0
0,q hahah guess who  a mary lol hahahaha,False,0,0.0
0,q hahah okey dokeysweet thang a mwahaha sweet thang i love it,False,0,0.0
1,q hahah funny how u defend that beiber kid a amp its also funny how u stalked my whole twitter nice goin bitch,False,1,0.045454545454545456
0,q hahaha nope  a uhhhhh omg taquisha lol,False,0,0.0
0,q have u ever licked thee floor a hahaha yup its my job,False,0,0.0
0,q have u seen justin bieber in person  a nope[ i wish  bhut hey i might someday rite hahahbu,False,0,0.0
0,q have you broken any bones  if so  how a haha nahh ive just fractured some thumbs bhut itz all good lol,False,0,0.0
0,q have you ever been on itellyouthatcom go there and tell something to the world d a hahah ohkay,False,0,0.0
0,q have you ever had your heart broken a yup yupp,False,0,0.0
0,q hehe yup  its awesome  but the pronunciation is incredibly haaard d a haha it is haha lol man i hvnt even gotten  dat part yet fml hah,False,0,0.0
0,q hello bitch hows ur day going good i hope  its beautiful and sunny a ohh heyy bitchh its goin goodd thx  askin,False,2,0.08333333333333333
0,q hello my friend is also named april a nicee,False,0,0.0
0,q hello a hey  hows yah momma,False,0,0.0
0,q -hellz yeahh of course im qoinqq i wannah b with you quys  like duhh a ahahaha it wuzz funn lmao,False,0,0.0
0,q hey my name is april too haha people named april are always cool lol a hahaha ohh cool wait are yuh thee april on twitter april haha yay we beasts yo haa,False,0,0.0
0,q hey youre an amazing nice and sweet girlpretty too a awwhhhthank yuh jacob ur really nice might be my new bestie  thank yuh so much,False,0,0.0
1,q hey why you such a bitch a why thank yuh,False,1,0.1
0,q heyyy abrilll iloveyhuuu muchooo a heyy marribbbiii lmao iloveyuhhh muchooo moeee are yuh goin tmrw,False,0,0.0
0,q heyyyyyy how u doin a im doing good thankyuhheyyy hbu,False,0,0.0
0,q heyyyyyyyywats up- a heyy ghurrr wuzz upp haha nuttin much just busyy hbu ma,False,0,0.0
0,q hi april a heyy d,False,0,0.0
0,q how many languages do u speak a umm i think  bhut english is my first im learnin french d hbu,False,0,0.0
1,q how old are u  and how do you know michael a who the hell are yuh and who tha fuck is michael,False,1,0.043478260869565216
0,q how would you describe your personality a hmmmpersonal root word lol umm probss bubbly  nice  honestsumtyms,False,0,0.0
0,q how would you describe yourself in  words a myself bubbly funny,False,0,0.0
0,q i love your hair a iloveyou thanks alot bhut its alot  keep up wit wanna trade haha,False,0,0.0
0,q i love youu chica a no no no i love youuu moreee d haha,False,0,0.0
0,q i love youuuuuuu  a ifuckinloveyou xox ha,False,2,0.25
0,q i speak english frensh and a little arabic cuz ive been to egypt a lotta times d a omg really cool thats so awesome yeah i wanna learn more languages bhut french is already enuff  deal wit ha,False,0,0.0
0,q i think ur not pretty sorry a oh thats wht i think too dnt be sorry hahaha silly goose,False,0,0.0
0,q im bored can you tell me something funny lool a hahah ohhkayy lol wht do you call a deer with no eyes i have no ideer haha classic  umm i suck at this haha,False,2,0.05714285714285714
0,q if u live forever wat do u live for a idkkkgod not understndin this  srry its like am hah,False,0,0.0
0,q if you could ask barack obama one question what would it be a oh snap i would actually hug him first off ahah and say quotnigga where my weed goquot hahaha jkjkjk i love him he is doin a great job,False,1,0.024390243902439025
0,q if you could ask george w bush one question what would it be a are you a lonely boy,False,0,0.0
0,q if you could be a star athlete in any sport  which sport would you pick a basketball,False,0,0.0
0,q if you could be invited to one persons birthday party  whose would it be a justin biebers bday parrtayy haha,False,0,0.0
0,q if you could be on one tv show which one would it be a keeping up with the kardashians or kendra my fav shows atmd,False,0,0.0
0,q if you could become any fictional character  who would you be a errmmharry potter lol,False,0,0.0
0,q if you could change your name  what would you change it to a thats a hard     thinkin maybe bustin jieber i think haha,False,0,0.0
0,q if you could date any celebrity  who would it be a justin bieber or channing tatum haha yumm,False,0,0.0
0,q if you could eat dinner with any person  dead or alive  who would it be and where would you go a michael jacko and subway doh,False,0,0.0
0,q if you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be a put my towels back on the fckn rack lol im  lazy  do it bhut it looks trashy when i keep it on tha floor,False,0,0.0
0,q if you could go back in time  years and tell your younger self something  what would it be a life is never going to be easy,False,0,0.0
0,q if you could go on a road trip with any person  dead or alive  who would it be and where would you go a justin bieberduh ampamp russia ],False,0,0.0
0,q if you could go on vacation for the next month with an unlimited budget  where would you go a i would so travel thee world  visit my overseas besties then shop everywhere,False,0,0.0
0,q if you could have an endless supply of any food  what would you get a strawberry-banana smoothies from jack in the box d yah dig,False,0,0.0
0,q if you could have been the author of any book  what would it have been a all thee twilight books chuz she got some good mula baby,False,0,0.0
0,q if you could make one person fall in love with you who would it be a my orthodontist docotr hahahaha jkjk or am i lmao,False,0,0.0
0,q if you could master one skill what would it be a to never sin bhut will never happen see im already sinning  never say never,False,0,0.0
0,q if you could only listen to one song for the next month  which would it be a up-justin bieber,False,0,0.0
0,q if you could only read one magazine for the rest of your life  which would it be a mmmag i love it,False,0,0.0
0,q if you could rid the world of one thing  what would it be a hoe-ishness lol um prob stupid bitches and sin i just sinnedopppzz,False,2,0.07692307692307693
0,q if you could wake up as anyone tomorrow  who would it be a myself,False,0,0.0
0,q if you had to cook dinner for someone tonight  what would you make a umm we would go to jack-in-the-box haha,False,0,0.0
0,q if you had to give up one favorite food  what would the most difficult a chocolate,False,0,0.0
0,q if you had to perform at the circus  what trick would you do a read between these three fingas haha,False,0,0.0
0,q if you had your own talk show  who would your first three guests be a justin bieber demi lovato and barack obama babayd,False,0,0.0
0,q if you won a $  shopping spree for any store  which store would you pick a apple store need a mac pro,False,0,0.0
0,q if you won a million dollars what would you do with it a great question tithe help people shop,False,1,0.05263157894736842
0,q if your house was on fire and you could only grab three things  what would they be a laptop dogs family shoes bed clothes coffee maker oven washerampdryer refridgerator tableampchairs pics camera bath tub hahahahahahhaha,False,0,0.0
0,q ilove your nose ring a awhh i love ur earrings,False,0,0.0
0,q -ilovee youuu bestfranhdd haa guesss whooo a ilovee maryyy rosseeee hickkksss lol,False,0,0.0
0,q ily a ily boo,False,0,0.0
0,q im good juz got bak from the srip in vegas it was awesome i luved it hav u evah been to vegas a awhh yuh so lucky ghurri bet yuh had a blast amp nahh ive never been bhut i would soo want to god,False,0,0.0
0,q is truace single a yesssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss theee lasttt timeee ask him httpwwwformspringmetruace,True,0,0.0
0,q justin bieber is my driving teacher oohh yessbahah we gonna be doing sumthing else instead of him teaching me how to drive lmao a hahahaha teachin him how to ur his stickshift mwhahahahahaha i llalala love you best frann,False,0,0.0
0,q lol oo noguurrrl u must be crazybc i love u muchoo a uhhh lmao u got me lmao jkjk we can go on  like eva lezzzdoooittt i love you more than yo own momma ahha,False,0,0.0
0,q love you baby  a love you more babe,False,0,0.0
0,q love youu sexy thang a mwahaha thank yuh meh sexy bitch who is this haha,False,5,0.3333333333333333
0,q mammaasss d how are you haha go to skype d a yoooooooooooooo its late haha i have church tmrw bhut soon kay srry[,False,1,0.043478260869565216
0,q miley amp bieber a mileys a hoochie bieber all thee way ghurlor boy,False,0,0.0
0,q nope im not bianca either heres a cluei come from new zealand lol a chrisssy hahahahah chantelle  alesha kailee tori lmfao iddkkkkk,False,0,0.0
0,q nopeee my name starts with b o a omfg nooo wayyyy ughhh broookkkeeeee omfg im soo srry lmao lots of pplz r frmh zew zealand lmao i fukkinnn luvv yuhhhh hahaha,False,0,0.0
0,q oh visit me if you travel the world kthxbye xx a hahah helllz yess i will mamas love u,False,1,0.05263157894736842
0,q omg justin bieber  haha a omg ahhhh where he go damn it he just fell off my window sil haha jk,False,0,0.0
0,q rate yurself a i love justin bieber hes a + on a - scale ha,False,0,0.0
0,q shut up ur pretttyll a shut up your prettier ,False,0,0.0
0,q sneakers or sandals a sandals suree d i wear them in thee winter  no lie haha,False,0,0.0
0,q sooooooo srry this is late im juzz doin mothur freakin boring zzzzzz zzzz snore snore lmbo a hhahahahaah ohh noo problem mamas ahah me im soo exhaustedd yawn ywan lmao,False,0,0.0
0,q the girl on your background bottom right hand corner looks like anna maria perez de tagle a  aww yeahh she is my best friend  raphaela  haha she is german so i guess thts why lmao ,False,1,0.02564102564102564
